"ID";"SEXE";"AGE";"SITCONJ";"RESNB";"RESISOL";"LOGAUTRE";"MASQUE";"TEMPS";"INQUIET";"VOISINS";"CONTROL";"AMIS";"FAMILLE";"POL";"DIPLONIV";"SITPROF_rec";"PCS_rec6";"REV";"POIDS_init"
549;"Un homme";65;"Oui";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";1,10755022786443
550;"Une femme";68;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Ni à gauche ni à droite";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"Retraité(e)";;"De 1200 euros à moins de 1600 euros par mois";0,633009042436101
551;"Une femme";60;"Oui";1;"Oui, autant que je voulais";"Oui, j'ai changé de logement";"Non sélectionné";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Oui, une seule fois";"Plus souvent";"Plus souvent";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Dans une autre situation d'inactivité";"Employé(e)s";"De 1200 euros à moins de 1600 euros par mois";2,29228543796545
552;"Un homme";56;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"A la recherche d'un emploi";"Professions intermédiaires";"De 1600 euros à moins de 2000 euros par mois";1,12686307144485
553;"Une femme";54;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"6000 euros par mois et plus";0,86304997132431
554;"Une femme";38;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";0,260646629865789
555;"Une femme";70;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";;"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Au centre";"Le certificat d'études ou un diplôme de l'enseignement secondaire autre que le baccalauréat (par exemple : CAP, BEP, Bre";"Retraité(e)";;"De 2500 euros à moins de 3000 euros par mois";0,633009042436101
556;"Un homme";37;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Oui, plusieurs fois";"Moins souvent";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2000 euros à moins de 2500 euros par mois";0,502765848622661
557;"Une femme";60;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 2500 euros à moins de 3000 euros par mois";0,693710756871652
558;"Une femme";30;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Ni à gauche ni à droite";"Le baccalauréat";"En emploi";"Employé(e)s";"De 2000 euros à moins de 2500 euros par mois";1,17569237956761
559;"Un homme";38;"Oui";4;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Au centre";"Le baccalauréat";"En emploi";"Employé(e)s";"De 3000 euros à moins de 4000 euros par mois";1,65830878369482
560;"Une femme";35;"Oui";3;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Oui";"Non sélectionné";"Oui, plusieurs fois";"Moins souvent";"Moins souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,201367878240618
561;"Une femme";38;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";0,320974572060603
562;"Une femme";34;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Oui, une seule fois";"Moins souvent";"Ni plus ni moins";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 4000 euros à moins de 5000 euros par mois";0,189102389982019
563;"Une femme";31;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Oui, une seule fois";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Professions intermédiaires";"De 2500 euros à moins de 3000 euros par mois";0,303740801235236
564;"Un homme";29;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque vraiment de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Ni plus ni moins";"A droite";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 1600 euros à moins de 2000 euros par mois";0,653048838560234
565;"Une femme";18;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Au centre";"Le baccalauréat";"En études";;"De 5000 euros à moins de 6000 euros par mois";1,80798659178591
566;"Une femme";34;"Oui";4;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Le baccalauréat";"En emploi";"Employé(e)s";"De 2000 euros à moins de 2500 euros par mois";0,526274347743109
567;"Une femme";48;"Non";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"A la recherche d'un emploi";"Cadres et professions intellectuelles supérieures";"De 1200 euros à moins de 1600 euros par mois";0,232521238820825
568;"Un homme";23;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Plus souvent";"Moins souvent";"A droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En études";;"De 800 euros à moins de 1200 euros par mois";2,0253793505554
569;"Une femme";39;"Oui";3;"Non";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Moins souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 4000 euros à moins de 5000 euros par mois";0,201367878240618
570;"Un homme";27;"Non";4;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"Je ne me retrouve pas dans ces catégories";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Employé(e)s";"De 3000 euros à moins de 4000 euros par mois";4,77891739349526
571;"Une femme";62;"Oui";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Oui, je manque un peu de temps libre";"Non sélectionné";"Non sélectionné";"Non, jamais";"Moins souvent";"Moins souvent";"Ni à gauche ni à droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En emploi";"Cadres et professions intellectuelles supérieures";"De 3000 euros à moins de 4000 euros par mois";0,206141606141521
572;"Une femme";62;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Retraité(e)";;"De 2000 euros à moins de 2500 euros par mois";1,40117906029028
573;"Une femme";30;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Oui";"Oui";"Oui, une seule fois";"Plus souvent";"Plus souvent";"A gauche";"Le baccalauréat";"A la recherche d'un emploi";"Employé(e)s";"De 2500 euros à moins de 3000 euros par mois";0,532393181373752
574;"Une femme";30;"Oui";2;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"A la recherche d'un emploi";"Professions intermédiaires";"De 2000 euros à moins de 2500 euros par mois";0,250386963019446
575;"Une femme";73;"Non";1;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Plus souvent";"Plus souvent";"Très à gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"Retraité(e)";"Cadres et professions intellectuelles supérieures";"De 2000 euros à moins de 2500 euros par mois";1,85163193434941
576;"Une femme";20;"Non";3;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Non sélectionné";"Non, je ne manque pas du tout de temps libre";"Non sélectionné";"Oui";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A droite";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"En études";;"De 2500 euros à moins de 3000 euros par mois";0,829438095673248
577;"Une femme";33;"Oui";3;"Oui, mais pas autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Ni plus ni moins";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 2000 euros à moins de 2500 euros par mois";0,204606457411293
578;"Une femme";38;"Oui";5;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Oui, je manque un peu de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Plus souvent";"Plus souvent";"A gauche";"Un diplôme universitaire correspondant à moins de 4 années d'études supérieures après le baccalauréat (par exemple : DUT";"Femme ou homme au foyer";"Professions intermédiaires";"De 3000 euros à moins de 4000 euros par mois";0,576441559230446
579;"Une femme";45;"Oui";6;"Oui, autant que je voulais";"Non, je suis toujours dans mon logement habituel.";"Oui";"Non, je ne manque pas vraiment de temps libre";"Oui";"Non sélectionné";"Non, jamais";"Moins souvent";"Plus souvent";"Au centre";"Un diplôme universitaire correspondant à plus de 4 années d'études supérieures après le baccalauréat (maîtrise, DEA, DES";"En emploi";"Cadres et professions intellectuelles supérieures";"De 5000 euros à moins de 6000 euros par mois";0,201367878240618
